代码,name,rose(3y),rank(3y),rank_r(3y),rose(2y),rank(2y),rank_r(2y),rose(1y),rank(1y),rank_r(1y),rose(6m),rank(6m),rank_r(6m),rose(3m),rank(3m),rank_r(3m),名称
10453,广发瑞福精选混合C,0.2603,2435,0.132914847,0.3635,2705,0.147652838,0.5991,3514,0.191812227,0.1961,5270,0.287663755,0.2405,4600,0.251091703,广发瑞福精选混合C
10456,博时产业精选混合C,0.2224,2907,0.158679039,0.2583,4363,0.238155022,0.5435,4272,0.233187773,0.3701,1674,0.091375546,0.4929,989,0.053984716,博时产业精选混合C
10491,鹏华高质量增长混合C,0.3145,1931,0.10540393,0.5693,1189,0.064901747,1.1832,506,0.027620087,0.3953,1440,0.07860262,0.3935,1886,0.102947598,鹏华高质量增长混合C
10500,中银创新医疗混合C,1.0471,132,0.00720524,0.7659,532,0.029039301,0.9784,1129,0.061626638,0.6423,298,0.016266376,0.2399,4619,0.252128821,中银创新医疗混合C
10505,申万菱信创业板量化精选股票C,0.4364,1158,0.063209607,0.671,823,0.044923581,1.0586,815,0.0444869,0.3645,1728,0.094323144,0.3872,1954,0.106659389,申万菱信创业板量化精选股票C
10524,银华中证5G通信主题ETF联接C,1.5375,21,0.001146288,1.1775,118,0.006441048,1.3288,296,0.016157205,0.8088,122,0.006659389,0.8721,97,0.00529476,银华中证5G通信主题ETF联接C
10531,申万中证申万电子行业投资指数(LOF)C,1.027,145,0.007914847,1.0094,195,0.010644105,1.2697,384,0.020960699,0.5261,591,0.032259825,0.6081,487,0.026582969,申万中证申万电子行业投资指数(LOF)C
10563,永赢成长领航混合C,0.3451,1711,0.093395197,0.6697,829,0.045251092,1.0524,836,0.045633188,0.5529,498,0.027183406,0.6515,367,0.020032751,永赢成长领航混合C
10593,南方医药创新股票C,0.5235,806,0.043995633,0.441,1967,0.107368996,0.6829,2745,0.149836245,0.41,1327,0.072434498,0.2011,5923,0.32330786,南方医药创新股票C
10647,融通价值趋势混合C,0.6396,534,0.029148472,1.3909,58,0.003165939,1.221,452,0.024672489,0.7013,201,0.010971616,0.6976,277,0.015120087,融通价值趋势混合C
10655,天弘医药创新C,0.5581,717,0.039137555,0.4243,2112,0.115283843,0.8874,1495,0.081604803,0.4086,1336,0.072925764,0.4088,1724,0.094104803,天弘医药创新C
10677,工银传媒指数C,0.9317,202,0.011026201,0.3572,2794,0.152510917,0.7556,2232,0.121834061,0.2196,4491,0.245141921,0.2539,4220,0.230349345,工银传媒指数C
10681,华夏新兴成长股票C,0.133,4505,0.245906114,0.4192,2147,0.117194323,0.6009,3497,0.190884279,0.2532,3611,0.197106987,0.3166,2976,0.162445415,华夏新兴成长股票C
10710,安信医药健康股票C,0.4478,1109,0.060534934,0.4237,2116,0.115502183,0.9515,1251,0.068286026,0.6227,332,0.018122271,0.2592,4065,0.221888646,安信医药健康股票C
10737,易方达沪深300指数增强C,0.4276,1201,0.065556769,0.4421,1955,0.106713974,0.541,4316,0.23558952,0.2834,3009,0.164246725,0.318,2958,0.161462882,易方达沪深300指数增强C
10772,天弘国证消费100指数增强发起C,0.261,2423,0.132259825,0.3245,3241,0.17691048,0.6159,3349,0.182805677,0.2939,2813,0.153548035,0.3524,2443,0.133351528,天弘国证消费100指数增强发起C
10786,博时创业板指数C,0.3548,1637,0.089355895,0.5412,1339,0.07308952,0.9979,1037,0.056604803,0.4317,1137,0.062063319,0.5102,895,0.048853712,博时创业板指数C
10791,海富通均衡甄选混合C,0.1977,3262,0.178056769,0.3845,2466,0.134606987,0.5744,3862,0.21080786,0.3832,1549,0.084552402,0.4476,1317,0.071888646,海富通均衡甄选混合C
10812,中银战略新兴产业股票C,0.2338,2741,0.149617904,0.5232,1426,0.077838428,0.6931,2662,0.145305677,0.3533,1863,0.10169214,0.3649,2259,0.12330786,中银战略新兴产业股票C
10827,大成产业趋势混合C,0.4254,1209,0.06599345,0.4651,1780,0.097161572,0.5639,3988,0.21768559,0.3401,2048,0.111790393,0.2742,3789,0.206823144,大成产业趋势混合C
10842,华宝科技先锋混合C,0.4556,1073,0.058569869,0.6139,993,0.054203057,0.8256,1838,0.100327511,0.2467,3756,0.205021834,0.3658,2248,0.122707424,华宝科技先锋混合C
10853,中欧内需成长混合C,0.3511,1670,0.091157205,0.6912,752,0.041048035,0.9711,1160,0.063318777,0.2759,3146,0.171724891,0.4218,1586,0.086572052,中欧内需成长混合C
10865,泓德卓远混合C,0.2848,2195,0.11981441,0.3342,3110,0.169759825,0.5818,3749,0.204639738,0.2901,2880,0.15720524,0.3931,1890,0.103165939,泓德卓远混合C
10886,长盛优势企业精选混合C,0.1366,4416,0.241048035,0.3436,2979,0.16260917,0.5508,4157,0.22691048,0.2219,4423,0.241430131,0.2407,4594,0.250764192,长盛优势企业精选混合C
10926,兴银科技增长1个月滚动混合C,0.617,590,0.03220524,0.6288,943,0.051473799,1.0117,981,0.053548035,0.3056,2593,0.141539301,0.4126,1678,0.091593886,兴银科技增长1个月滚动混合C
10937,交银均衡成长一年混合C,0.14,4320,0.23580786,0.3446,2966,0.161899563,0.8031,1963,0.107150655,0.331,2193,0.11970524,0.306,3174,0.173253275,交银均衡成长一年混合C
10956,天弘中证智能汽车指数发起式C,0.5082,857,0.046779476,0.4493,1898,0.10360262,0.7278,2430,0.132641921,0.1917,5409,0.295251092,0.342,2607,0.142303493,天弘中证智能汽车指数发起式C
10962,中银鑫新消费成长混合C,0.3231,1858,0.101419214,0.2984,3641,0.198744541,0.7977,1992,0.108733624,0.285,2977,0.1625,0.3039,3209,0.175163755,中银鑫新消费成长混合C
10993,东财中证500C,0.283,2215,0.120906114,0.2795,3963,0.216320961,0.5613,4024,0.219650655,0.1997,5138,0.280458515,0.2521,4277,0.233460699,东财中证500C
11020,财通资管消费精选混合C,0.164,3845,0.209879913,0.642,891,0.048635371,1.1454,565,0.030840611,0.4988,705,0.038482533,0.3692,2200,0.120087336,财通资管消费精选混合C
11036,嘉实中证稀土产业ETF联接C,0.3391,1749,0.095469432,0.6069,1016,0.055458515,1.0236,938,0.051200873,0.4433,1042,0.056877729,0.437,1415,0.077237991,嘉实中证稀土产业ETF联接C
11043,国泰价值先锋股票C,0.3598,1597,0.087172489,0.4089,2250,0.122816594,0.9511,1253,0.068395197,0.4619,922,0.050327511,0.3592,2342,0.127838428,国泰价值先锋股票C
11070,工银成长精选混合C,0.2402,2665,0.145469432,0.2608,4317,0.235644105,0.6733,2829,0.154421397,0.4374,1096,0.059825328,0.1975,6054,0.330458515,工银成长精选混合C
11082,国投瑞银医疗保健混合C,0.2674,2346,0.128056769,0.2899,3781,0.206386463,0.5874,3671,0.200382096,0.3197,2389,0.13040393,0.2457,4473,0.244159389,国投瑞银医疗保健混合C
11114,富国沪港深行业精选混合C,0.5014,886,0.048362445,0.561,1228,0.067030568,0.6588,2957,0.161408297,0.3369,2097,0.114465066,0.21,5508,0.300655022,富国沪港深行业精选混合C
11117,富国沪港深业绩驱动混合型C,0.4654,1027,0.056058952,0.5361,1364,0.074454148,0.5672,3948,0.215502183,0.2714,3231,0.176364629,0.1994,5986,0.326746725,富国沪港深业绩驱动混合型C
11120,富国创新科技混合C,0.7031,412,0.022489083,0.9451,245,0.013373362,1.4406,203,0.011080786,1.063,27,0.001473799,1.0646,22,0.001200873,富国创新科技混合C
11123,汇添富ESG可持续成长股票C,0.1624,3877,0.211626638,0.6073,1015,0.05540393,0.7054,2573,0.140447598,0.3956,1437,0.078438865,0.3854,1974,0.107751092,汇添富ESG可持续成长股票C
11126,富国互联科技股票C,0.4825,949,0.05180131,0.9342,257,0.014028384,0.9865,1087,0.059334061,0.7581,160,0.008733624,0.8412,113,0.006168122,富国互联科技股票C
11137,广发盛兴混合C,0.49,925,0.050491266,0.4939,1580,0.086244541,0.9273,1320,0.072052402,0.3985,1412,0.077074236,0.4321,1476,0.080567686,广发盛兴混合C
11145,华安汇宏精选混合C,1.4627,29,0.001582969,1.5343,24,0.001310044,1.7752,37,0.002019651,0.8205,109,0.005949782,0.6972,278,0.015174672,华安汇宏精选混合C
11171,宝盈智慧生活混合C,0.4609,1045,0.057041485,0.4867,1631,0.089028384,0.9932,1058,0.057751092,0.2912,2862,0.156222707,0.3394,2662,0.145305677,宝盈智慧生活混合C
11197,摩根优势成长混合C,0.2207,2927,0.159770742,0.7264,645,0.035207424,1.1634,539,0.029421397,0.409,1332,0.072707424,0.5292,792,0.043231441,摩根优势成长混合C
11205,兴银中证500指数增强C,0.2073,3119,0.170251092,0.2793,3969,0.216648472,0.5546,4121,0.224945415,0.2083,4856,0.265065502,0.2327,4791,0.261517467,兴银中证500指数增强C
11230,创金合信数字经济主题股票C,0.251,2516,0.137336245,0.3581,2781,0.15180131,0.7032,2588,0.141266376,0.3066,2583,0.14099345,0.396,1859,0.101473799,创金合信数字经济主题股票C
11237,摩根行业睿选股票C,0.1964,3285,0.179312227,0.6454,880,0.048034934,0.9539,1239,0.067631004,0.4141,1296,0.070742358,0.4196,1611,0.087936681,摩根行业睿选股票C
11270,中银证券优势制造股票C,0.2497,2527,0.137936681,0.3906,2404,0.131222707,1.2604,395,0.021561135,0.4528,984,0.05371179,0.521,822,0.044868996,中银证券优势制造股票C
11301,易方达智造优势混合C,0.4462,1118,0.061026201,0.7453,596,0.032532751,0.7217,2474,0.135043668,0.5493,513,0.028002183,0.6421,390,0.02128821,易方达智造优势混合C
11306,富国低碳新经济混合C,0.5652,699,0.038155022,0.7518,582,0.031768559,1.4591,195,0.010644105,0.6883,209,0.011408297,0.63,430,0.023471616,富国低碳新经济混合C
11317,天弘创业板300ETF发起式联接C,0.4226,1230,0.067139738,0.5331,1382,0.075436681,0.9356,1290,0.070414847,0.352,1882,0.102729258,0.4183,1622,0.088537118,天弘创业板300ETF发起式联接C
11370,华商均衡成长混合C,0.9406,195,0.010644105,1.1002,137,0.007478166,1.5997,100,0.005458515,0.9677,67,0.003657205,0.8938,82,0.004475983,华商均衡成长混合C
11372,华商远见价值C,0.226,2840,0.155021834,0.4615,1803,0.098417031,1.1088,637,0.034770742,0.2345,4068,0.222052402,0.2628,3987,0.217631004,华商远见价值C
11378,创金合信积极成长股票C,0.575,676,0.036899563,0.7685,526,0.02871179,1.2717,382,0.020851528,0.4436,1037,0.056604803,0.3358,2715,0.14819869,创金合信积极成长股票C
11400,汇添富数字未来混合C,0.4764,983,0.053657205,0.5973,1050,0.05731441,0.9024,1413,0.077128821,0.5839,406,0.022161572,0.708,260,0.01419214,汇添富数字未来混合C
11402,汇添富成长精选混合C,0.1753,3647,0.199072052,0.3602,2756,0.150436681,0.6701,2859,0.156058952,0.2766,3132,0.170960699,0.3672,2234,0.121943231,汇添富成长精选混合C
11412,易方达远见成长混合C,0.911,207,0.011299127,0.8343,392,0.02139738,1.5472,131,0.007150655,0.9995,51,0.002783843,0.7088,259,0.014137555,易方达远见成长混合C
11447,长江新能源产业混合发起C,0.1491,4120,0.22489083,0.4627,1792,0.097816594,0.7509,2264,0.123580786,0.4217,1226,0.066921397,0.4862,1037,0.056604803,长江新能源产业混合发起C
11452,华泰柏瑞质量成长C,0.5899,644,0.035152838,0.7993,459,0.025054585,1.1878,501,0.027347162,1.0906,19,0.001037118,0.9401,59,0.003220524,华泰柏瑞质量成长C
11462,东吴兴享成长混合C,0.1793,3564,0.194541485,0.7329,625,0.034115721,0.7559,2230,0.121724891,0.483,800,0.043668122,0.4441,1345,0.073417031,东吴兴享成长混合C
11470,东吴新产业精选股票C,0.3487,1686,0.092030568,0.6752,803,0.043831878,0.7263,2445,0.133460699,0.4514,995,0.054312227,0.4113,1694,0.092467249,东吴新产业精选股票C
11477,工银总回报灵活配置混合C,0.3729,1503,0.082041485,0.4211,2130,0.116266376,0.541,4316,0.23558952,0.3177,2424,0.13231441,0.3423,2601,0.141975983,工银总回报灵活配置混合C
11487,博时创新精选混合C,0.4338,1168,0.063755459,0.7602,552,0.030131004,1.3748,242,0.013209607,0.593,392,0.02139738,0.6507,369,0.020141921,博时创新精选混合C
11499,富国沪深300基本面精选股票C,0.2711,2318,0.126528384,0.3556,2805,0.153111354,0.5988,3519,0.192085153,0.2856,2965,0.161844978,0.2634,3973,0.216866812,富国沪深300基本面精选股票C
11507,建信高端装备股票C,0.3134,1947,0.106277293,0.417,2165,0.118176856,0.658,2965,0.161844978,0.2714,3231,0.176364629,0.4115,1691,0.092303493,建信高端装备股票C
11556,富国民裕进取沪港深成长C,0.3316,1793,0.097871179,0.4075,2263,0.123526201,0.5594,4051,0.221124454,0.2516,3646,0.199017467,0.2196,5170,0.28220524,富国民裕进取沪港深成长C
11584,大成港股精选混合(QDII)C,0.7502,353,0.019268559,0.8266,409,0.022325328,0.6886,2700,0.147379913,0.3653,1717,0.093722707,0.2648,3945,0.215338428,大成港股精选混合(QDII)C
11604,兴业高端制造混合C,0.2065,3128,0.170742358,0.3646,2689,0.146779476,0.6785,2790,0.152292576,0.3417,2022,0.110371179,0.4357,1432,0.078165939,兴业高端制造混合C
11609,易方达上证科创50联接C,0.4204,1241,0.067740175,0.5512,1276,0.069650655,1.0927,694,0.037882096,0.3318,2179,0.118941048,0.435,1444,0.078820961,易方达上证科创50联接C
11611,华泰柏瑞上证科创板50成份ETF联接C,0.4201,1243,0.067849345,0.5467,1302,0.071069869,1.1021,658,0.035917031,0.3206,2372,0.129475983,0.425,1547,0.084443231,华泰柏瑞上证科创板50成份ETF联接C
11613,华夏科创50ETF联接C,0.4319,1176,0.06419214,0.547,1301,0.071015284,1.0955,685,0.03739083,0.3298,2210,0.120633188,0.4343,1454,0.079366812,华夏科创50ETF联接C
11615,工银科创ETF联接C,0.4077,1301,0.071015284,0.5287,1399,0.076364629,1.0657,788,0.0430131,0.327,2257,0.12319869,0.4305,1492,0.081441048,工银科创ETF联接C
11631,东财有色增强C,0.2576,2458,0.134170306,0.4338,2035,0.111080786,0.5814,3759,0.20518559,0.3234,2327,0.127019651,0.3276,2819,0.153875546,东财有色增强C
11636,富国港股通策略精选混合C,0.3798,1460,0.079694323,0.5615,1224,0.066812227,0.6619,2919,0.159334061,0.348,1924,0.105021834,0.202,5877,0.320796943,富国港股通策略精选混合C
11638,广发沪港深价值成长混合C,0.386,1420,0.077510917,0.4301,2073,0.113155022,0.5502,4166,0.227401747,0.3398,2053,0.112063319,0.3607,2319,0.126582969,广发沪港深价值成长混合C
11650,易方达逆向投资混合C,0.2546,2487,0.135753275,0.2872,3825,0.20878821,0.5492,4188,0.22860262,0.2751,3160,0.172489083,0.292,3464,0.189082969,易方达逆向投资混合C
11668,东财高端制造增强C,0.179,3574,0.195087336,0.5138,1473,0.08040393,0.7603,2203,0.120251092,0.3521,1881,0.102674672,0.4539,1243,0.067849345,东财高端制造增强C
11707,东吴配置优化混合C,0.2072,3121,0.170360262,0.7222,657,0.035862445,0.9584,1220,0.066593886,0.626,326,0.01779476,0.7848,153,0.008351528,东吴配置优化混合C
11723,前海开源深圳特区精选股票C,0.6184,588,0.03209607,0.533,1383,0.075491266,0.6693,2867,0.156495633,0.2738,3186,0.173908297,0.399,1821,0.099399563,前海开源深圳特区精选股票C
11808,平安研究精选混合C,0.2348,2725,0.148744541,0.5297,1398,0.076310044,0.7236,2459,0.134224891,0.2035,5006,0.273253275,0.2049,5738,0.313209607,平安研究精选混合C
11823,易方达产业升级混合C,0.4649,1031,0.056277293,0.7643,539,0.029421397,0.7605,2200,0.120087336,0.567,452,0.024672489,0.666,336,0.018340611,易方达产业升级混合C
11829,平安睿享成长混合C,0.2451,2595,0.141648472,0.4129,2204,0.120305677,0.9582,1222,0.066703057,0.4152,1285,0.070141921,0.4369,1417,0.077347162,平安睿享成长混合C
11833,西部利得人工智能主题指数增强C,1.0475,131,0.007150655,0.8023,452,0.024672489,1.2914,347,0.018941048,0.4532,982,0.05360262,0.5543,687,0.0375,西部利得人工智能主题指数增强C
11840,天弘中证人工智能C,1.2751,56,0.003056769,0.8755,323,0.017631004,1.2902,350,0.019104803,0.496,718,0.03919214,0.6057,495,0.027019651,天弘中证人工智能C
11844,民生加银内核驱动混合C,0.36,1596,0.087117904,0.5231,1427,0.077893013,0.5683,3931,0.214574236,0.2776,3111,0.16981441,0.2238,5025,0.274290393,民生加银内核驱动混合C
11885,工银景气优选混合C,0.3471,1694,0.092467249,0.4972,1559,0.085098253,0.6901,2688,0.146724891,0.3484,1922,0.104912664,0.2479,4406,0.240502183,工银景气优选混合C
11892,易方达先锋成长混合C,0.9946,167,0.009115721,0.8786,318,0.017358079,1.663,71,0.003875546,1.0137,46,0.002510917,0.717,242,0.013209607,易方达先锋成长混合C
11907,国泰量化收益灵活配置混合C,0.1958,3290,0.179585153,0.336,3084,0.168340611,0.6482,3044,0.166157205,0.2193,4500,0.245633188,0.2213,5105,0.278657205,国泰量化收益灵活配置混合C
11925,嘉实港股互联网产业核心资产C,0.628,560,0.030567686,0.5233,1425,0.077783843,0.8906,1477,0.080622271,0.2127,4698,0.256441048,0.2077,5609,0.306168122,嘉实港股互联网产业核心资产C
11937,华夏阿尔法精选混合C,0.3529,1654,0.090283843,0.5166,1461,0.079748908,0.6868,2716,0.148253275,0.2966,2763,0.150818777,0.4322,1474,0.080458515,华夏阿尔法精选混合C
11965,泰康中证500ETF联接C,0.2348,2725,0.148744541,0.2718,4099,0.223744541,0.5867,3683,0.201037118,0.2074,4885,0.266648472,0.2554,4180,0.228165939,泰康中证500ETF联接C
11978,格林研究优选混合C,0.5009,887,0.048417031,0.4659,1773,0.096779476,0.8016,1975,0.107805677,0.2863,2954,0.161244541,0.3553,2402,0.131113537,格林研究优选混合C
12034,广发睿盛混合C,0.2737,2288,0.12489083,0.3964,2347,0.128111354,0.7146,2518,0.137445415,0.2608,3435,0.1875,0.2911,3479,0.189901747,广发睿盛混合C
12040,鹏华中证信息技术指数(LOF)C,0.8416,256,0.013973799,0.7043,714,0.038973799,1.0702,775,0.042303493,0.3645,1728,0.094323144,0.4692,1120,0.061135371,鹏华中证信息技术指数(LOF)C
12074,华安均衡优选混合C,0.3993,1337,0.072980349,0.6259,951,0.05191048,0.8411,1754,0.095742358,0.464,913,0.049836245,0.4167,1634,0.08919214,华安均衡优选混合C
12081,易方达中证500指数量化增强C,0.2976,2075,0.113264192,0.3501,2879,0.157150655,0.5829,3729,0.203548035,0.2196,4491,0.245141921,0.2471,4427,0.241648472,易方达中证500指数量化增强C
12083,博时数字经济混合C,0.6494,506,0.027620087,0.9631,226,0.012336245,1.6191,93,0.005076419,0.6287,322,0.017576419,0.6712,323,0.017631004,博时数字经济混合C
12094,鹏华创新升级混合C,0.6701,468,0.025545852,0.73,632,0.034497817,1.0883,703,0.038373362,0.5613,467,0.025491266,0.2491,4370,0.238537118,鹏华创新升级混合C
12120,工银核心优势混合C,0.169,3746,0.204475983,0.3671,2662,0.145305677,0.6558,2980,0.162663755,0.3464,1956,0.106768559,0.3468,2531,0.138155022,工银核心优势混合C
12125,博道盛彦混合C,0.6909,435,0.023744541,0.6184,977,0.053329694,0.6824,2749,0.150054585,0.2426,3850,0.210152838,0.2209,5122,0.279585153,博道盛彦混合C
12131,景顺长城先进智造混合C,0.3493,1683,0.091866812,0.5004,1541,0.084115721,0.9324,1303,0.071124454,0.4055,1366,0.074563319,0.4582,1205,0.065775109,景顺长城先进智造混合C
12154,博时研究慧选混合C,0.5146,838,0.045742358,0.5607,1230,0.067139738,0.5222,4531,0.247325328,0.1956,5284,0.288427948,0.2164,5278,0.288100437,博时研究慧选混合C
12180,浦银安盛创业板ETF联接C,0.2798,2238,0.122161572,0.4466,1917,0.104639738,0.8494,1701,0.092849345,0.4249,1199,0.065447598,0.5015,947,0.05169214,浦银安盛创业板ETF联接C
12181,中银智能制造股票C,0.1789,3577,0.195251092,0.4749,1706,0.093122271,0.7747,2114,0.115393013,0.3585,1797,0.09808952,0.4517,1268,0.069213974,中银智能制造股票C
12187,招商品质成长混合C,0.1656,3810,0.207969432,0.2748,4050,0.221069869,0.7593,2210,0.120633188,0.3413,2028,0.11069869,0.2511,4310,0.235262009,招商品质成长混合C
12213,天弘中证高端装备制造指数增强C,0.4655,1025,0.055949782,0.6248,953,0.052019651,0.8632,1621,0.088482533,0.3843,1537,0.08389738,0.4558,1225,0.066866812,天弘中证高端装备制造指数增强C
12264,中银研究精选灵活配置混合C,0.1562,3973,0.216866812,0.3159,3359,0.183351528,0.7983,1990,0.108624454,0.2191,4508,0.246069869,0.3725,2133,0.116430131,中银研究精选灵活配置混合C
12320,东财消费电子增强C,0.7264,380,0.020742358,0.8327,399,0.021779476,1.0112,982,0.05360262,0.3958,1435,0.078329694,0.5028,941,0.051364629,东财消费电子增强C
12322,东财云计算增强C,1.2236,73,0.003984716,0.7205,662,0.036135371,1.1633,541,0.029530568,0.3499,1906,0.104039301,0.489,1010,0.055131004,东财云计算增强C
12343,广发瑞泽精选混合C,0.6079,608,0.033187773,0.625,952,0.051965066,1.0508,838,0.045742358,0.4669,898,0.049017467,0.4882,1018,0.055567686,广发瑞泽精选混合C
12359,汇丰晋信医疗先锋混合C,0.4129,1268,0.069213974,0.5797,1140,0.062227074,0.9653,1183,0.064574236,0.6214,333,0.018176856,0.2588,4073,0.222325328,汇丰晋信医疗先锋混合C
12383,宏利新兴景气龙头混合C,0.1595,3920,0.213973799,0.7898,479,0.026146288,0.8589,1637,0.089355895,0.2675,3311,0.180731441,0.3275,2820,0.153930131,宏利新兴景气龙头混合C
12429,华夏核心制造混合C,0.2838,2203,0.120251092,0.5423,1332,0.072707424,0.7664,2161,0.117958515,0.3962,1432,0.078165939,0.4605,1186,0.064737991,华夏核心制造混合C
12448,华夏互联网龙头混合C,0.5245,804,0.043886463,0.2863,3842,0.209716157,0.6618,2920,0.159388646,0.2768,3129,0.170796943,0.3806,2031,0.110862445,华夏互联网龙头混合C
12455,淳厚鑫悦混合C,0.219,2953,0.161189956,0.6304,937,0.051146288,0.9399,1279,0.06981441,0.4852,790,0.043122271,0.3231,2888,0.157641921,淳厚鑫悦混合C
12457,鹏扬数字经济先锋混合C,0.3625,1586,0.086572052,0.8763,321,0.017521834,1.3309,295,0.01610262,0.4125,1305,0.071233624,0.567,644,0.035152838,鹏扬数字经济先锋混合C
12476,平安优质企业混合C,0.1492,4117,0.224727074,0.3876,2436,0.132969432,0.7649,2174,0.118668122,0.3907,1475,0.0805131,0.4283,1515,0.082696507,平安优质企业混合C
12492,华商核心引力混合C,0.4591,1057,0.057696507,0.5812,1133,0.061844978,1.0738,762,0.041593886,0.4749,845,0.046124454,0.477,1081,0.05900655,华商核心引力混合C
12501,博时汇荣回报混合C,0.5128,840,0.045851528,0.7068,707,0.038591703,1.0489,845,0.046124454,0.6287,322,0.017576419,0.6261,445,0.024290393,博时汇荣回报混合C
12520,大成核心趋势混合C,0.2652,2364,0.129039301,0.4071,2265,0.123635371,0.5492,4188,0.22860262,0.3201,2383,0.130076419,0.2733,3813,0.208133188,大成核心趋势混合C
12551,华宝中证电子50ETF联接C,1.0082,161,0.00878821,0.9362,254,0.013864629,1.0494,843,0.046015284,0.4586,946,0.051637555,0.558,670,0.036572052,华宝中证电子50ETF联接C
12553,天弘中证芯片产业ETF发起式联接C,0.7617,336,0.018340611,0.7527,580,0.031659389,1.2552,405,0.022106987,0.3643,1732,0.094541485,0.4542,1239,0.067631004,天弘中证芯片产业ETF发起式联接C
12555,西部利得创业板大盘ETF联接C,0.4316,1178,0.06430131,0.6982,735,0.040120087,1.1345,584,0.031877729,0.5198,614,0.033515284,0.5892,554,0.030240175,西部利得创业板大盘ETF联接C
12569,天弘高端制造混合C,0.1365,4418,0.241157205,0.3232,3262,0.178056769,0.6468,3060,0.167030568,0.2656,3346,0.182641921,0.3335,2739,0.149508734,天弘高端制造混合C
12589,南方港股通优势企业混合C,0.6103,602,0.032860262,0.5961,1056,0.057641921,0.6917,2678,0.146179039,0.3413,2028,0.11069869,0.3,3296,0.179912664,南方港股通优势企业混合C
12628,华夏大盘精选混合C,0.1662,3795,0.207150655,0.2601,4333,0.236517467,0.5775,3816,0.208296943,0.2461,3775,0.206058952,0.3091,3124,0.170524017,华夏大盘精选混合C
12630,广发国证半导体芯片ETF联接C,0.6547,499,0.027237991,0.7961,466,0.025436681,1.2498,411,0.022434498,0.3675,1692,0.092358079,0.4636,1163,0.063482533,广发国证半导体芯片ETF联接C
12651,博时半导体主题混合C,0.7061,410,0.022379913,0.8916,303,0.016539301,1.5545,127,0.006932314,0.428,1167,0.063700873,0.5239,805,0.043941048,博时半导体主题混合C
12672,嘉实核心蓝筹混合C,0.3232,1857,0.101364629,0.3713,2615,0.142740175,0.5346,4397,0.240010917,0.2812,3047,0.166320961,0.2353,4728,0.258078603,嘉实核心蓝筹混合C
12689,长安成长优选混合C,0.1425,4269,0.233024017,0.3971,2338,0.127620087,0.8241,1847,0.100818777,0.268,3298,0.180021834,0.4006,1806,0.098580786,长安成长优选混合C
12697,同泰数字经济股票C,0.6166,591,0.032259825,0.9926,204,0.011135371,1.4658,193,0.010534934,0.7768,148,0.008078603,0.805,138,0.007532751,同泰数字经济股票C
12707,中银核心精选混合C,0.1761,3631,0.19819869,0.3429,2991,0.163264192,0.6508,3026,0.165174672,0.2843,2987,0.163045852,0.3902,1920,0.104803493,中银核心精选混合C
12716,长盛创新先锋混合C,0.2892,2144,0.117030568,0.5381,1359,0.074181223,0.857,1656,0.090393013,0.2776,3111,0.16981441,0.3526,2438,0.133078603,长盛创新先锋混合C
12718,易方达中证科技50ETF联接C,0.3103,1973,0.107696507,0.3821,2489,0.135862445,0.8453,1724,0.094104803,0.3643,1732,0.094541485,0.4428,1361,0.074290393,易方达中证科技50ETF联接C
12729,国泰中证动漫游戏ETF联接C,1.1518,87,0.004748908,0.4338,2035,0.111080786,0.9744,1145,0.0625,0.3303,2204,0.120305677,0.3107,3097,0.169050218,国泰中证动漫游戏ETF联接C
