代码,name,rose(3y),rank(3y),rank_r(3y),rose(2y),rank(2y),rank_r(2y),rose(1y),rank(1y),rank_r(1y),rose(6m),rank(6m),rank_r(6m),rose(3m),rank(3m),rank_r(3m),名称
14728,易方达成长动力混合C,1.1732,82,0.004475983,1.4531,39,0.002128821,1.5617,122,0.006659389,0.8829,89,0.004858079,0.834,120,0.006550218,易方达成长动力混合C
14737,创金合信专精特新股票发起C,0.5232,809,0.044159389,0.5688,1193,0.065120087,1.2911,349,0.019050218,0.3603,1781,0.097216157,0.363,2282,0.124563319,创金合信专精特新股票发起C
14755,华安景气优选混合C,0.4125,1274,0.069541485,0.4946,1574,0.085917031,0.87,1591,0.086844978,0.409,1332,0.072707424,0.4246,1551,0.084661572,华安景气优选混合C
14777,富国中证芯片产业ETF发起式联接C,0.6667,479,0.026146288,0.7087,702,0.038318777,1.233,439,0.023962882,0.3579,1804,0.098471616,0.4513,1272,0.069432314,富国中证芯片产业ETF发起式联接C
14806,国金量化精选混合C,0.586,655,0.035753275,0.3414,3009,0.164246725,0.755,2240,0.122270742,0.3109,2521,0.13760917,0.2162,5289,0.288700873,国金量化精选混合C
14819,国金新兴价值混合C,0.1979,3255,0.177674672,0.5172,1459,0.079639738,0.9429,1271,0.069377729,0.4834,798,0.043558952,0.554,688,0.037554585,国金新兴价值混合C
14830,诺德新能源汽车混合C,0.5081,858,0.046834061,0.5503,1277,0.06970524,0.6398,3128,0.170742358,0.2232,4386,0.23941048,0.2484,4389,0.239574236,诺德新能源汽车混合C
14832,兴银中证1000指数增强C,0.2915,2128,0.116157205,0.3388,3049,0.166430131,0.7039,2583,0.14099345,0.1999,5127,0.279858079,0.223,5053,0.275818777,兴银中证1000指数增强C
14839,兴银碳中和主题混合C,0.1477,4153,0.22669214,0.2811,3929,0.214465066,0.5447,4259,0.232478166,0.2067,4914,0.268231441,0.2616,4016,0.219213974,兴银碳中和主题混合C
14845,中银新趋势灵活配置混合C,0.3158,1924,0.105021834,0.3624,2724,0.148689956,0.8926,1468,0.080131004,0.3086,2554,0.13941048,0.4903,999,0.054530568,中银新趋势灵活配置混合C
14855,嘉实中证半导体指数增强发起式C,0.5251,801,0.043722707,0.7824,496,0.027074236,1.2572,402,0.021943231,0.45,1004,0.054803493,0.5002,953,0.052019651,嘉实中证半导体指数增强发起式C
14863,建信信息产业股票C,0.2138,3024,0.165065502,0.4852,1638,0.08941048,0.8928,1465,0.079967249,0.4616,924,0.050436681,0.4976,962,0.052510917,建信信息产业股票C
14871,大摩科技领先混合C,0.2511,2515,0.137281659,0.57,1183,0.064574236,0.7711,2132,0.116375546,0.1905,5455,0.297762009,0.2954,3393,0.185207424,大摩科技领先混合C
14886,长盛匠心研究混合C,0.3177,1908,0.104148472,0.5456,1308,0.07139738,0.8136,1903,0.103875546,0.3314,2186,0.119323144,0.3002,3293,0.179748908,长盛匠心研究混合C
14930,富国高端制造行业股票C,0.3561,1627,0.088810044,0.2965,3664,0.2,0.7186,2496,0.136244541,0.3932,1459,0.079639738,0.4391,1390,0.075873362,富国高端制造行业股票C
14933,南方医药保健灵活配置混合C,0.186,3465,0.189137555,0.3027,3562,0.194432314,0.5642,3987,0.217631004,0.3857,1524,0.083187773,0.2371,4678,0.255349345,南方医药保健灵活配置混合C
14939,同泰产业升级混合C,1.0578,123,0.006713974,1.6941,16,0.000873362,2.2686,14,0.000764192,1.1787,8,0.000436681,0.3793,2047,0.111735808,同泰产业升级混合C
14954,信澳研究优选混合C,0.1889,3421,0.186735808,0.4628,1790,0.097707424,0.9855,1095,0.059770742,0.2592,3470,0.18941048,0.3696,2190,0.119541485,信澳研究优选混合C
14964,摩根科技前沿混合C,0.3124,1955,0.106713974,0.4526,1875,0.102347162,0.6132,3373,0.184115721,0.4195,1242,0.06779476,0.5151,848,0.04628821,摩根科技前沿混合C
14970,华安低碳生活混合C,0.7194,390,0.02128821,0.7744,509,0.027783843,0.9085,1391,0.075927948,0.2905,2870,0.156659389,0.4054,1756,0.095851528,华安低碳生活混合C
14972,华安沪港深外延增长灵活配置混合C,0.3698,1534,0.083733624,0.4716,1733,0.09459607,0.8352,1785,0.097434498,0.3989,1409,0.07691048,0.4155,1645,0.089792576,华安沪港深外延增长灵活配置混合C
14975,华安科技动力混合C,0.8023,288,0.015720524,0.8649,344,0.018777293,0.9813,1114,0.06080786,0.4465,1019,0.055622271,0.5321,780,0.042576419,华安科技动力混合C
14985,华安创业板50指数C,0.4095,1288,0.070305677,0.6806,787,0.042958515,1.1056,649,0.035425764,0.514,634,0.034606987,0.5982,525,0.028657205,华安创业板50指数C
15033,国联医药消费混合C,0.2556,2480,0.135371179,0.267,4194,0.228930131,0.8432,1738,0.094868996,0.4282,1166,0.063646288,0.1969,6073,0.331495633,国联医药消费混合C
15039,长信金利趋势混合C,0.281,2229,0.121670306,0.3622,2727,0.148853712,0.5341,4402,0.240283843,0.2542,3584,0.195633188,0.2929,3443,0.187936681,长信金利趋势混合C
15044,西部利得时代动力混合发起C,0.6758,460,0.02510917,0.9318,259,0.014137555,1.2587,398,0.021724891,0.4743,852,0.04650655,0.5789,601,0.032805677,西部利得时代动力混合发起C
15053,东方红医疗升级股票发起C,0.8061,284,0.015502183,0.6724,814,0.044432314,1.0252,929,0.050709607,0.5218,601,0.032805677,0.198,6035,0.329421397,东方红医疗升级股票发起C
15054,摩根尚睿混合(FOF)C,0.224,2882,0.15731441,0.2927,3725,0.203329694,0.5596,4046,0.220851528,0.1795,5848,0.319213974,0.2505,4323,0.235971616,摩根尚睿混合(FOF)C
15075,摩根卓越制造股票C,0.3166,1920,0.104803493,0.4568,1840,0.100436681,0.6373,3149,0.171888646,0.4117,1310,0.07150655,0.5056,927,0.050600437,摩根卓越制造股票C
15097,东财数字经济C,1.0014,165,0.00900655,1.39,60,0.003275109,1.4108,218,0.011899563,0.9971,54,0.002947598,0.96,49,0.002674672,东财数字经济C
15103,东方红ESG可持续投资混合C,0.1428,4260,0.232532751,0.3948,2364,0.129039301,0.6091,3404,0.18580786,0.2578,3501,0.19110262,0.2415,4566,0.249235808,东方红ESG可持续投资混合C
15105,博道研究恒选混合C,0.1703,3724,0.203275109,0.3321,3138,0.17128821,0.5869,3677,0.200709607,0.2576,3506,0.191375546,0.2412,4580,0.25,博道研究恒选混合C
15118,汇添富沪港深大盘价值混合C,0.232,2762,0.150764192,0.2756,4038,0.220414847,0.6408,3120,0.170305677,0.2496,3692,0.201528384,0.2464,4452,0.2430131,汇添富沪港深大盘价值混合C
15144,中欧智能制造混合C,0.8649,243,0.013264192,1.1546,122,0.006659389,1.5018,167,0.009115721,0.302,2666,0.145524017,0.3814,2016,0.110043668,中欧智能制造混合C
15152,东吴嘉禾优势精选混合C,1.4168,35,0.00191048,1.512,30,0.001637555,1.4928,177,0.009661572,0.8123,118,0.006441048,0.7793,162,0.008842795,东吴嘉禾优势精选混合C
15159,申万菱信智能驱动股票C,0.5373,765,0.041757642,0.8097,439,0.023962882,1.0293,914,0.04989083,0.5753,431,0.023526201,0.638,399,0.021779476,申万菱信智能驱动股票C
15170,摩根核心成长股票C,0.4243,1219,0.066539301,0.5966,1054,0.057532751,0.9136,1372,0.07489083,0.4153,1282,0.069978166,0.4265,1530,0.083515284,摩根核心成长股票C
15177,申万菱信深证成份指数(LOF)C,0.204,3160,0.172489083,0.2935,3715,0.202783843,0.5993,3513,0.191757642,0.2287,4226,0.230676856,0.2891,3523,0.192303493,申万菱信深证成份指数(LOF)C
15198,汇添富移动互联股票C,0.6335,551,0.030076419,0.6719,818,0.044650655,1.1641,536,0.029257642,0.5938,389,0.021233624,0.769,180,0.009825328,汇添富移动互联股票C
15228,华夏创新研选混合C,0.2416,2652,0.144759825,0.2745,4060,0.221615721,0.6247,3275,0.178766376,0.2582,3491,0.190556769,0.3983,1832,0.1,华夏创新研选混合C
15271,财通多策略升级混合(LOF)C,0.849,251,0.013700873,0.963,227,0.01239083,1.3836,237,0.012936681,0.7099,190,0.010371179,0.4949,980,0.05349345,财通多策略升级混合(LOF)C
15321,长江新兴产业混合C,0.4426,1133,0.061844978,0.7086,704,0.038427948,0.9002,1421,0.077565502,0.3677,1691,0.092303493,0.485,1045,0.057041485,长江新兴产业混合C
15337,嘉实中证芯片产业指数发起式C,0.6383,537,0.029312227,0.6718,821,0.04481441,1.1889,500,0.027292576,0.3579,1804,0.098471616,0.4513,1272,0.069432314,嘉实中证芯片产业指数发起式C
15358,摩根慧享成长混合C,0.3602,1595,0.087063319,0.4941,1579,0.086189956,0.6735,2825,0.154203057,0.3649,1721,0.093941048,0.4946,983,0.053657205,摩根慧享成长混合C
15374,浙商智选新兴产业混合C,0.3776,1474,0.080458515,0.4489,1903,0.103875546,0.8063,1942,0.106004367,0.2536,3603,0.196670306,0.3228,2892,0.157860262,浙商智选新兴产业混合C
15382,东方兴瑞趋势领航混合C,0.3472,1693,0.092412664,0.4703,1744,0.095196507,1.0483,846,0.046179039,0.4635,916,0.05,0.3213,2913,0.15900655,东方兴瑞趋势领航混合C
15389,宝盈转型动力混合C,1.8398,13,0.000709607,1.7703,12,0.000655022,1.7281,52,0.002838428,1.0747,24,0.001310044,0.9786,42,0.002292576,宝盈转型动力混合C
15390,万家瑞兴灵活配置混合C,0.3117,1961,0.107041485,0.4444,1939,0.105840611,0.7305,2412,0.131659389,0.3865,1514,0.082641921,0.5092,899,0.049072052,万家瑞兴灵活配置混合C
15396,南方潜力新蓝筹混合C,0.1529,4029,0.219923581,0.5072,1507,0.082259825,0.8126,1907,0.104093886,0.4183,1253,0.068395197,0.4794,1068,0.058296943,南方潜力新蓝筹混合C
15454,中欧中证500指数增强C,0.3689,1541,0.084115721,0.4019,2309,0.126037118,0.711,2539,0.138591703,0.2412,3881,0.211844978,0.2555,4175,0.227893013,中欧中证500指数增强C
15456,信澳领先增长混合C,0.2713,2315,0.126364629,0.5733,1164,0.063537118,1.3245,304,0.016593886,0.2225,4404,0.240393013,0.2567,4127,0.225272926,信澳领先增长混合C
15461,天弘互联网混合C,0.2872,2163,0.118067686,0.4758,1698,0.09268559,0.7077,2558,0.139628821,0.3007,2684,0.14650655,0.3501,2478,0.135262009,天弘互联网混合C
15475,天弘文化新兴产业股票C,0.39,1400,0.076419214,0.4397,1979,0.108024017,0.5922,3608,0.196943231,0.1764,5960,0.325327511,0.2093,5532,0.301965066,天弘文化新兴产业股票C
15491,博时科创主题灵活配置混合(LOF)C,0.433,1174,0.064082969,0.7328,626,0.034170306,1.0886,702,0.038318777,0.6546,268,0.014628821,0.6805,309,0.016866812,博时科创主题灵活配置混合(LOF)C
15496,景顺长城中证1000指数增强C,0.3727,1506,0.08220524,0.379,2529,0.138045852,0.7299,2414,0.131768559,0.2098,4791,0.261517467,0.2401,4610,0.251637555,景顺长城中证1000指数增强C
15508,兴业中证500指数增强C,0.2943,2107,0.115010917,0.3274,3205,0.174945415,0.5313,4426,0.241593886,0.1866,5581,0.304639738,0.2094,5528,0.301746725,兴业中证500指数增强C
15561,长城双动力混合C,0.2786,2247,0.122652838,0.3782,2538,0.138537118,0.7492,2277,0.124290393,0.3349,2129,0.11621179,0.3383,2680,0.14628821,长城双动力混合C
15576,宏利绩优混合C,0.5079,860,0.046943231,0.9206,270,0.014737991,1.2736,378,0.020633188,0.6048,356,0.019432314,0.7958,148,0.008078603,宏利绩优混合C
15593,国泰金鑫股票C,0.5112,844,0.046069869,0.8374,387,0.021124454,1.281,367,0.020032751,0.5596,477,0.026037118,0.784,154,0.008406114,国泰金鑫股票C
15596,国泰国证有色金属行业指数(LOF)C,0.3513,1668,0.091048035,0.4942,1576,0.086026201,0.6236,3285,0.179312227,0.3703,1671,0.09121179,0.359,2346,0.128056769,国泰国证有色金属行业指数(LOF)C
15600,国泰创业板指数(LOF)C,0.4513,1095,0.059770742,0.579,1143,0.06239083,1.0108,985,0.053766376,0.4414,1055,0.057587336,0.5151,848,0.04628821,国泰创业板指数(LOF)C
15608,信澳转型创新股票C,0.3948,1371,0.074836245,0.9164,277,0.015120087,1.3845,236,0.012882096,0.5389,556,0.030349345,0.6628,339,0.018504367,信澳转型创新股票C
15628,圆信永丰弘阳股票C,0.1504,4084,0.222925764,0.4787,1676,0.091484716,0.7454,2309,0.126037118,0.2434,3827,0.20889738,0.352,2449,0.133679039,圆信永丰弘阳股票C
15637,摩根阿尔法混合C,0.3077,1998,0.109061135,0.5008,1539,0.08400655,0.8281,1827,0.099727074,0.3972,1421,0.077565502,0.3986,1826,0.099672489,摩根阿尔法混合C
15673,鹏华创业板指数(LOF)C,0.3698,1534,0.083733624,0.5494,1286,0.070196507,0.9913,1064,0.058078603,0.4344,1113,0.060753275,0.5113,887,0.048417031,鹏华创业板指数(LOF)C
15675,鹏华中证传媒指数(LOF)C,0.8564,247,0.013482533,0.3295,3179,0.173526201,0.7383,2357,0.128657205,0.2185,4525,0.246997817,0.254,4218,0.230240175,鹏华中证传媒指数(LOF)C
15676,鹏华中证移动互联网指数(LOF)C,0.7772,312,0.017030568,0.5403,1345,0.073417031,0.9813,1114,0.06080786,0.3471,1940,0.105895197,0.452,1263,0.068941048,鹏华中证移动互联网指数(LOF)C
15683,景顺长城科技创新混合C,0.8019,290,0.015829694,0.954,236,0.012882096,1.2586,399,0.021779476,0.6348,314,0.017139738,0.6873,295,0.01610262,景顺长城科技创新混合C
15686,富国新兴产业股票C,0.8346,259,0.014137555,1.0661,152,0.008296943,1.6269,91,0.004967249,0.5475,523,0.028548035,0.7288,223,0.012172489,富国新兴产业股票C
15689,富国价值增长混合C,0.2409,2660,0.145196507,0.5852,1107,0.060425764,0.9695,1171,0.063919214,0.6693,241,0.013155022,0.6983,273,0.014901747,富国价值增长混合C
15690,富国中小盘精选混合C,0.9028,213,0.011626638,1.0065,197,0.010753275,1.3529,266,0.014519651,0.7771,147,0.008024017,0.6918,288,0.015720524,富国中小盘精选混合C
15692,富国通胀通缩主题轮动混合C,0.869,236,0.012882096,1.0029,199,0.010862445,1.3796,239,0.013045852,0.8487,98,0.005349345,0.7765,165,0.00900655,富国通胀通缩主题轮动混合C
15709,摩根中国优势混合C,0.425,1212,0.066157205,0.7905,477,0.026037118,1.0621,801,0.043722707,0.5746,434,0.023689956,0.5988,522,0.02849345,摩根中国优势混合C
15715,富国成长动力混合C,0.6614,487,0.026582969,0.8725,328,0.01790393,1.1634,539,0.029421397,0.8037,126,0.006877729,0.762,188,0.010262009,富国成长动力混合C
15750,博时优享回报混合C,0.1692,3741,0.204203057,0.4293,2076,0.113318777,0.6532,3003,0.163919214,0.2771,3122,0.170414847,0.2849,3585,0.195687773,博时优享回报混合C
15751,景顺长城品质长青混合C,1.5199,24,0.001310044,1.4345,44,0.002401747,1.4983,171,0.009334061,0.5647,456,0.02489083,0.5986,523,0.028548035,景顺长城品质长青混合C
15756,景顺长城景气成长混合C,0.343,1725,0.094159389,0.5061,1513,0.082587336,0.814,1901,0.103766376,0.3475,1932,0.105458515,0.4114,1693,0.092412664,景顺长城景气成长混合C
15770,天弘低碳经济混合C,0.1663,3793,0.207041485,0.3239,3250,0.177401747,0.5675,3945,0.215338428,0.2401,3915,0.213700873,0.2558,4161,0.227128821,天弘低碳经济混合C
15773,招商移动互联网产业股票基金C,0.1435,4245,0.231713974,0.3641,2694,0.147052402,0.6544,2991,0.163264192,0.3007,2684,0.14650655,0.4954,978,0.053384279,招商移动互联网产业股票基金C
15785,中信建投中证1000指数增强C,0.4015,1333,0.072762009,0.3629,2714,0.148144105,0.6933,2659,0.145141921,0.1817,5764,0.314628821,0.197,6070,0.331331878,中信建投中证1000指数增强C
15795,天弘创业板指数增强C,0.3752,1491,0.081386463,0.5685,1195,0.065229258,1.0026,1024,0.055895197,0.4575,954,0.052074236,0.5305,788,0.0430131,天弘创业板指数增强C
15849,富国创新企业灵活配置混合(LOF)C,0.5235,806,0.043995633,0.765,536,0.029257642,1.3048,329,0.017958515,0.265,3360,0.183406114,0.3477,2515,0.137281659,富国创新企业灵活配置混合(LOF)C
15850,农银行业轮动混合C,0.3702,1529,0.083460699,0.4346,2025,0.110534934,0.7483,2287,0.124836245,0.3345,2134,0.116484716,0.3674,2230,0.121724891,农银行业轮动混合C
15868,国泰君安中证1000指数增强C,0.546,749,0.040884279,0.5007,1540,0.084061135,0.8461,1721,0.093941048,0.2578,3501,0.19110262,0.2827,3632,0.198253275,国泰君安中证1000指数增强C
15877,富国中证消费电子主题ETF发起式联接C,0.8656,242,0.013209607,0.8581,352,0.019213974,1.071,771,0.042085153,0.4327,1124,0.061353712,0.5777,606,0.033078603,富国中证消费电子主题ETF发起式联接C
15881,中欧小盘成长混合C,0.6613,488,0.026637555,0.6222,962,0.052510917,1.1137,627,0.034224891,0.3421,2016,0.110043668,0.2642,3959,0.21610262,中欧小盘成长混合C
15895,平安中证消费电子主题ETF发起式联接C,0.766,330,0.0180131,0.7898,479,0.026146288,1.0271,925,0.050491266,0.4277,1172,0.063973799,0.5699,629,0.034334061,平安中证消费电子主题ETF发起式联接C
15903,博时优质精选混合C,0.4024,1328,0.072489083,0.5832,1119,0.061080786,0.8715,1581,0.086299127,0.3306,2198,0.119978166,0.3563,2390,0.130458515,博时优质精选混合C
15937,中信保诚鼎利混合(LOF)C,0.5325,780,0.042576419,0.7675,528,0.028820961,1.0868,707,0.038591703,0.6803,217,0.011844978,0.8032,140,0.007641921,中信保诚鼎利混合(LOF)C
15947,兴业研究精选混合C,0.4223,1231,0.067194323,0.5613,1226,0.066921397,0.8619,1626,0.088755459,0.2837,3004,0.163973799,0.2937,3422,0.186790393,兴业研究精选混合C
15968,永赢半导体产业智选混合发起C,0.6456,516,0.028165939,0.9572,233,0.012718341,1.5344,136,0.007423581,0.4597,937,0.051146288,0.4006,1806,0.098580786,永赢半导体产业智选混合发起C
16049,华商甄选回报混合C,0.7111,400,0.021834061,0.5582,1242,0.06779476,0.7094,2550,0.13919214,0.2924,2844,0.155240175,0.2853,3579,0.195360262,华商甄选回报混合C
16050,华商高端装备制造股票C,0.5049,876,0.047816594,0.842,381,0.020796943,1.1255,603,0.032914847,0.669,244,0.013318777,0.7025,267,0.014574236,华商高端装备制造股票C
16051,华商万众创新混合C,0.2966,2087,0.113919214,0.4412,1963,0.107150655,0.8107,1918,0.104694323,0.3761,1620,0.088427948,0.4468,1325,0.072325328,华商万众创新混合C
16052,华商改革创新股票C,0.3239,1851,0.101037118,0.5217,1435,0.078329694,0.8904,1479,0.080731441,0.3193,2398,0.130895197,0.3441,2571,0.140338428,华商改革创新股票C
16068,鹏华新能源汽车混合C,0.3535,1646,0.089847162,0.8354,391,0.021342795,1.4176,216,0.011790393,0.3299,2209,0.120578603,0.5127,872,0.047598253,鹏华新能源汽车混合C
16069,华商研究精选灵活配置C,0.2478,2550,0.13919214,0.3306,3160,0.172489083,0.6694,2866,0.156441048,0.2788,3085,0.168395197,0.3281,2810,0.153384279,华商研究精选灵活配置C
16071,华安智联混合(LOF)C,0.5507,735,0.040120087,0.5722,1173,0.064028384,0.6137,3367,0.18378821,0.3392,2060,0.112445415,0.3141,3024,0.165065502,华安智联混合(LOF)C
16099,华安成长创新混合C,0.3455,1708,0.093231441,0.4357,2014,0.109934498,0.8036,1958,0.106877729,0.3879,1501,0.081932314,0.4106,1704,0.0930131,华安成长创新混合C
16106,申万菱信兴乐优选混合C,0.286,2175,0.118722707,0.2994,3619,0.197543668,0.9648,1185,0.064683406,0.2445,3804,0.207641921,0.2751,3771,0.205840611,申万菱信兴乐优选混合C
16123,华富中证科创创业50指数增强C,0.3593,1601,0.08739083,0.7193,666,0.036353712,1.0916,696,0.037991266,0.5466,525,0.028657205,0.6587,347,0.018941048,华富中证科创创业50指数增强C
16198,大成科创主题混合(LOF)C,0.3373,1759,0.096015284,0.2686,4161,0.227128821,0.5777,3811,0.208024017,0.263,3389,0.184989083,0.2742,3789,0.206823144,大成科创主题混合(LOF)C
16234,财通景气行业混合C,0.8767,230,0.012554585,0.9976,201,0.010971616,1.3983,223,0.012172489,0.7007,202,0.011026201,0.4877,1024,0.055895197,财通景气行业混合C
16238,华夏数字经济龙头混合发起式C,0.5739,679,0.037063319,0.4479,1908,0.104148472,1.0418,866,0.047270742,0.3119,2505,0.136735808,0.3905,1918,0.104694323,华夏数字经济龙头混合发起式C
16256,中信保诚中小盘混合C,0.1941,3327,0.181604803,0.4733,1719,0.093831878,0.7781,2097,0.114465066,0.4481,1011,0.05518559,0.4676,1132,0.061790393,中信保诚中小盘混合C
16257,华宝动力组合混合C,0.2448,2597,0.141757642,0.4333,2040,0.111353712,0.8294,1820,0.099344978,0.279,3083,0.168286026,0.4674,1134,0.061899563,华宝动力组合混合C
16263,银华高端制造业混合C,0.22,2941,0.160534934,0.7093,699,0.038155022,0.8586,1641,0.089574236,0.556,490,0.026746725,0.6687,330,0.0180131,银华高端制造业混合C
16289,华安沪港深通精选灵活配置混合C,0.5057,874,0.047707424,0.7532,577,0.031495633,0.9045,1406,0.076746725,0.501,692,0.037772926,0.4254,1544,0.084279476,华安沪港深通精选灵活配置混合C
16291,华安大国新经济股票C,0.1986,3241,0.17691048,0.3422,2995,0.163482533,0.726,2447,0.133569869,0.2583,3486,0.190283843,0.3396,2661,0.145251092,华安大国新经济股票C
16292,华安物联网主题股票C,0.2572,2467,0.134661572,0.3911,2401,0.131058952,0.7571,2222,0.12128821,0.2648,3364,0.183624454,0.3382,2682,0.14639738,华安物联网主题股票C
16298,中欧丰泰港股通混合C,0.595,633,0.034552402,0.4768,1694,0.092467249,0.5825,3737,0.203984716,0.3654,1716,0.093668122,0.2719,3839,0.209552402,中欧丰泰港股通混合C
16312,中欧优质企业混合C,0.4181,1248,0.068122271,0.5966,1054,0.057532751,0.8952,1449,0.079093886,0.477,836,0.045633188,0.6527,362,0.019759825,中欧优质企业混合C
16371,信澳业绩驱动混合C,0.591,642,0.035043668,1.5872,19,0.001037118,2.5569,6,0.000327511,1.1695,10,0.000545852,1.0902,18,0.000982533,信澳业绩驱动混合C
16400,摩根智选30混合C,0.2574,2461,0.134334061,0.415,2185,0.119268559,0.5934,3589,0.195906114,0.3896,1484,0.081004367,0.4857,1040,0.056768559,摩根智选30混合C
16461,华宝核心优势混合C,1.4139,36,0.001965066,1.3856,63,0.003438865,1.474,188,0.010262009,1.0946,16,0.000873362,0.9344,64,0.00349345,华宝核心优势混合C
16463,华宝万物互联混合C,0.4607,1047,0.057150655,0.7445,597,0.032587336,1.4831,182,0.009934498,0.6728,233,0.012718341,0.6286,437,0.023853712,华宝万物互联混合C
16465,兴证全球合瑞混合C,0.2102,3077,0.167958515,0.3437,2978,0.162554585,0.6156,3351,0.182914847,0.251,3658,0.199672489,0.2894,3516,0.191921397,兴证全球合瑞混合C
16501,华夏半导体龙头混合发起C,0.8202,273,0.014901747,0.7123,690,0.037663755,1.1535,551,0.030076419,0.3982,1414,0.077183406,0.4564,1221,0.066648472,华夏半导体龙头混合发起C
16518,华泰紫金创新成长混合发起C,0.224,2882,0.15731441,0.3337,3114,0.169978166,0.5259,4493,0.245251092,0.3207,2370,0.129366812,0.2598,4052,0.221179039,华泰紫金创新成长混合发起C
16563,金鹰红利价值混合C,0.7962,293,0.01599345,0.4342,2029,0.110753275,0.6877,2707,0.147762009,0.1947,5321,0.290447598,0.2417,4559,0.248853712,金鹰红利价值混合C
16579,长安宏观策略混合C,0.6917,433,0.023635371,0.671,823,0.044923581,1.1101,631,0.034443231,0.7843,141,0.007696507,1.1287,8,0.000436681,长安宏观策略混合C
16600,万家品质生活混合C,0.5444,752,0.041048035,0.8997,290,0.015829694,1.0084,997,0.054421397,0.6526,274,0.014956332,0.7174,241,0.013155022,万家品质生活混合C
16616,国泰估值优势混合(LOF)C,0.3524,1658,0.090502183,0.6749,804,0.043886463,1.0148,970,0.052947598,0.2467,3756,0.205021834,0.4204,1604,0.087554585,国泰估值优势混合(LOF)C
70039,嘉实中证500ETF联接C,0.2426,2635,0.143831878,0.2633,4270,0.233078603,0.5655,3969,0.216648472,0.2043,4987,0.272216157,0.2536,4233,0.231058952,嘉实中证500ETF联接C
160226,国泰民益混合(LOF)C,0.5683,694,0.037882096,0.5916,1079,0.05889738,0.6205,3310,0.180676856,0.5547,494,0.026965066,0.5844,576,0.031441048,国泰民益混合(LOF)C
160424,华安创业板50ETF联接C,0.4349,1163,0.063482533,0.6968,742,0.040502183,1.1159,623,0.03400655,0.5186,618,0.033733624,0.6007,515,0.028111354,华安创业板50ETF联接C
160528,博时研究优选混合(LOF)C,0.1896,3404,0.18580786,0.3727,2597,0.141757642,0.5866,3685,0.201146288,0.3046,2609,0.142412664,0.3591,2344,0.127947598,博时研究优选混合(LOF)C
167507,安信深圳科技指数(LOF)C,0.9322,201,0.010971616,0.86,351,0.019159389,1.3562,263,0.014355895,0.3844,1534,0.083733624,0.489,1010,0.055131004,安信深圳科技指数(LOF)C
501037,汇添富中证500指数(LOF)C,0.2464,2570,0.140283843,0.2616,4302,0.234825328,0.5632,3997,0.218176856,0.2108,4760,0.259825328,0.259,4071,0.222216157,汇添富中证500指数(LOF)C
519022,国泰金泰灵活配置混合C,0.8261,268,0.014628821,0.431,2067,0.112827511,0.5815,3757,0.205076419,0.2691,3278,0.178930131,0.2281,4907,0.267849345,国泰金泰灵活配置混合C
519173,浦银安盛睿智精选混合C,0.3643,1574,0.085917031,0.4724,1729,0.094377729,0.6844,2729,0.148962882,0.3893,1489,0.081277293,0.4747,1094,0.059716157,浦银安盛睿智精选混合C
519771,交银优择回报灵活配置混合C,1.2895,53,0.002893013,1.2895,81,0.004421397,1.3327,291,0.015884279,1.0525,31,0.00169214,0.997,33,0.00180131,交银优择回报灵活配置混合C
673143,西部利得景程混合C,0.3443,1715,0.093613537,0.2686,4161,0.227128821,0.6115,3385,0.184770742,0.2464,3762,0.205349345,0.2063,5679,0.309989083,西部利得景程混合C
690202,民生增强收益债券C,0.1958,3290,0.179585153,0.2569,4394,0.239847162,0.5494,4184,0.228384279,0.1755,5994,0.327183406,0.2154,5321,0.290447598,民生增强收益债券C
920928,中金进取回报混合C,0.2652,2364,0.129039301,0.5859,1101,0.060098253,1.054,829,0.045251092,0.2592,3470,0.18941048,0.364,2270,0.123908297,中金进取回报混合C
